STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7867027,18,F,BGD 3,Y,N,Pre-Nursing,N,,,,201008,CPSC 1105,F,CHEM 1151,D,PSYC 1101,C,CHEM 1151L,B,,,,,201102,COMM 1110I,F,ENGL 1101,B,SOCI 1101,A,,,,,,,On Campus,1,176,2.9,SCHOOL 302,2,High School,2,High School,B,Bachelors,14,4,15,8, -   , -   , -   , -   
7838679,18,F,BGD 3,Y,N,Accounting,N,16,990,790,200608,ENGL 1101,F,ASTR 1105,D,THEA 1100,B,,,,,,,200702,HIST 2112,F,ECON 2106,B,ENGL 1101,B,POLS 1101,B,,,,,On Campus,1,150,3.13,SCHOOL 167,,No Information,2,High School,B,Bachelors,15,12,19,16," 745,980 "," 845,940 "," 99,960 ", -   
8025089,18,M,BGD 1,Y,N,Health Science,N,,980,990,200908,MATH 1111,F,BIOL 1215K,D,PSYC 1101,B,ARTH 1100,A,,,,,201002,CHEM 1211,F,CHEM 1211L,B,ENGL 1101,B,STAT 1127,B,,,,,Off Campus,1,69,3.18,SCHOOL 10,,No Information,,No Information,B,Bachelors,15,10,16,12, -   ," 451,620 ", -   ," -417,420 "
8007476,18,M,BGD 1,Y,N,General Business,Music,,1110,1110,200708,MATH 1113,F,HIST 2111,D,ENGL 1101,C,MUSC 1100,A,,,,,200802,MATH 1111,F,PSYC 1101,B,,,,,,,,,Off Campus,1,0,2.77,SCHOOL 130,,No Information,,No Information,B,Bachelors,15,9,13,10, -   , -   , -   , -   
7973025,18,F,BGD 6,Y,N,Pre-Engineering/RETP,N,,1090,1110,200708,PSYC 1101,F,ARTH 1100,D,ENGL 1101,C,MATH 1101,A,,,,,200802,PSYC 1101,F,ENGL 1102,B,POLS 1101,B,,,,,,,On Campus,0,,3.38,SCHOOL 137,2,High School,3,College/Beyond,B,Bachelors,15,12,14,11, -   ," 902,760 "," 1,303,020 ", -   
7863855,18,F,BGD 1,Y,N,Theatre Arts,N,19,,910,200708,ENGL 1101,NOT REP,HIST 1112,D,,,,,,,,,200802,COMM 1110,F,ARTH 1100,B,HIST 2111,B,POLS 1101,B,ITDS 2735,A,,,On Campus,1,150,2.17,SCHOOL 82,,No Information,,No Information,B,Bachelors,14,11,13,10, -   , -   , -   , -   
7941843,18,M,BGD 1,Y,N,Undeclared,N,18,820,870,200708,CHEM 1211,F,HIST 2111,F,MATH 1111,D,CHEM 1211L,B,ENGL 1101,A,,,200802,POLS 1101,F,ENGL 1102,B,,,,,,,,,Off Campus,1,69,3.19,SCHOOL 27,4,Other/Unknown,2,High School,B,Bachelors,13,7,15,12, -   , -   , -   , -   
7902975,18,F,BGD 3,Y,N,Applied Computer Science,N,19,,910,200508,CPSC 1301,F,MATH 1111,F,POLS 1101,F,ENGL 1101,D,COMM 1110,C,,,200602,CPSC 1301,F,ENGL 1101,B,POLS 1101,B,,,,,,,On Campus,1,176,2.5,SCHOOL 142,2,High School,,No Information,B,Bachelors,15,3,12,9, -   , -   , -   , -   
7858020,18,F,BGD 1,Y,N,Undeclared,N,,910,910,200608,ANTH 1105,NOT REP,BIOL 1125,F,ENGL 1101,B,ITDS 2735,B,,,,,200702,ECON 2106,F,ARTH 1100,B,HIST 2111,B,,,,,,,Off Campus,1,0,2.73,SCHOOL 130,2,High School,2,High School,B,Bachelors,14,11,12,9," 756,720 "," 1,171,380 "," 414,660 "," 457,560 "
7935156,17,M,BGD 1,Y,N,Theatre Arts,N,19,850,910,201008,ENGL 1101,B,,,,,,,,,,,201102,MATH 1101,F,ENGL 1102,B,ITDS 2735,B,,,,,,,On Campus,1,69,2.97,SCHOOL 151,3,College/Beyond,3,College/Beyond,B,Bachelors,17,13,15,12, -   , -   , -   , -   
7945970,18,F,BGD 3,Y,N,Theatre Arts,N,,1000,990,200708,ENGL 1101,C,,,,,,,,,,,200802,MATH 1111,F,COMM 1110,B,POLS 1101,B,,,,,,,Off Campus,1,69,2.67,SCHOOL 2,,No Information,,No Information,B,Bachelors,13,9,15,12, -   , -   , -   , -   
8024874,18,M,BGD 1,Y,N,Theatre Education,N,,,,200708,POLS 1101,C,,,,,,,,,,,200802,ENGL 1101,F,THEA 1100,B,,,,,,,,,Off Campus,1,237,3.06,SCHOOL 357,2,High School,2,High School,B,Bachelors,14,14,14,7," 703,260 "," 894,060 "," 190,800 "," 318,660 "
7821009,18,F,BGD 1,Y,N,Art,N,,,,200708,MATH 1111,B,ENGL 1101,A,,,,,,,,,200802,ENGL 1102,INCOMPL,HIST 2112,B,,,,,,,,,Off Campus,1,69,3.69,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,12,12, -   , -   , -   , -   
7858347,18,F,BGD 1,Y,N,Pre-Business,N,,1000,990,200908,MATH 1113,B,ENGL 1101,A,HIST 2112,A,ITDS 2735,A,,,,,201002,COMM 1110,INCOMPL,ECON 2105,B,GEOG 1101I,B,THEA 1100,B,,,,,On Campus,1,69,3.8,SCHOOL 87,1,Middle School/Junior High,2,High School,B,Bachelors,15,15,15,14," 547,920 "," 1,418,100 "," 870,180 "," -220,200 "
7811781,18,F,BGD 1,Y,N,Theatre Arts,N,25,,1150,201008,ENGL 1101,B,PSYC 1101,B,,,,,,,,,201102,COMM 1110,INCOMPL,THEA 1100,B,ARTH 1100,A,,,,,,,On Campus,1,69,2.5,SCHOOL 129,4,Other/Unknown,2,High School,B,Bachelors,13,13,15,12, -   , -   , -   , -   
7882143,18,F,BGD 1,Y,N,Nursing,N,,1080,1070,200508,ENGL 1101,B,HIST 2112,A,MUSC 1100,A,,,,,,,200602,CHEM 1151L,NOT REP,CHEM 1151,B,ENGL 1102,B,MATH 1111,B,,,,,Off Campus,1,69,3.7,SCHOOL 11,2,High School,2,High School,B,Bachelors,14,14,13,13," 1,425,300 "," 1,466,460 "," 41,160 "," 763,620 "
7815727,17,F,BGD 3,Y,N,Management,Communication,,,,200808,COMM 1110,B,MATH 1111,B,ENGL 1101,A,MUSC 1100,A,,,,,200902,HIST 2111,NOT REP,ECON 2106,B,ENGL 1102,B,ECON 2105,A,,,,,On Campus,1,138,3.53,SCHOOL 277,,No Information,,No Information,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7963405,18,F,BGD 1,Y,N,Health Science,N,,590,590,200508,COMM 1110,C,ENGL 1101,B,MATH 1111,B,,,,,,,200602,CHEM 1151L,NOT REP,CHEM 1151,B,ENGL 1102,B,HIST 2111,B,ITDS 2727,A,,,Off Campus,1,69,3.2,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,13,13, -   , -   , -   , -   
7845899,18,F,BGD 1,Y,N,General Studies/AS,N,,980,990,200808,MATH 1101,C,POLS 1101,B,,,,,,,,,200902,HIST 2111,NOT REP,ENGL 1102,B,ARTH 1100,A,,,,,,,Off Campus,1,69,3.06,SCHOOL 11,2,High School,3,College/Beyond,A,Associate,13,13,12,12, -   , -   , -   , -   
7775225,18,F,BGD 3,Y,N,Nursing,N,,920,910,200808,MATH 1101,C,CHEM 1151L,B,CHEM 1151,A,ITDS 1146,A,,,,,200902,HIST 2111,NOT REP,ENGL 1101,B,THEA 1100,A,,,,,,,On Campus,1,138,3.25,SCHOOL 99,3,College/Beyond,3,College/Beyond,B,Bachelors,13,10,13,13," 1,214,880 "," 1,296,900 "," 82,020 "," 607,440 "
7938257,18,F,BGD 1,Y,N,Undeclared,N,,1090,1110,200608,ITDS 2735,D,HIST 2111,B,MUSC 1100,B,ECON 2105,A,ENGL 1101,A,,,200702,POLS 1101,NOT REP,ENGL 1102,B,ITDS 2749,A,,,,,,,On Campus,1,0,2.87,SCHOOL 130,4,Other/Unknown,3,College/Beyond,B,Bachelors,13,12,12,11, -   , -   , -   , -   
7972969,18,M,BGD 1,Y,N,Undeclared,N,,920,910,200608,ENGL 1101,NOT REP,HIST 1112,C,COMM 1110,B,SPAN 1001,B,,,,,200702,SPAN 1002,NOT REP,ENGL 1102,B,HIST 2112,B,MUSC 1100,B,POLS 1101,B,,,Off Campus,1,69,2.8,SCHOOL 2,2,High School,3,College/Beyond,B,Bachelors,14,14,15,15," 689,760 "," 1,171,380 "," 481,620 "," 390,600 "
8023458,18,F,BGD 1,Y,N,Undeclared,N,,1060,1070,200808,HIST 2112,F,POLS 1101,F,MUSC 1100,D,PSYC 1101,D,,,,,200902,ANTH 1107,NOT REP,ENGL 1101,B,,,,,,,,,Off Campus,0,69,3.7,SCHOOL 34,,No Information,,No Information,B,Bachelors,12,6,12,9, -   ," 403,680 ", -   ," -347,580 "
7894183,18,F,BGD 1,Y,N,English Language/Literature,N,,,,200808,ANTH 1105,A,GEOL 1110,A,ITDS 2735,A,LEAD 1705,A,THEA 1100,A,,,200902,FREN 1001,C,HIST 2111,C,POLS 1101,C,ENGL 1101,A,,,,,On Campus,1,181,2.53,SCHOOL 415,2,High School,3,College/Beyond,B,Bachelors,12,12,18,18, -   ," 1,306,020 "," 2,573,520 "," -12,000 "
7936911,18,F,BGD 1,N,N,Undeclared,N,,,,200908,ANTH 1105I,A,ENGL 1101,A,THEA 1100I,A,,,,,,,201002,FREN 1002,C,HIST 1111,C,ENGL 1102,B,,,,,,,Off Campus,1,0,3.3,SCHOOL 436,2,High School,2,High School,B,Bachelors,12,12,15,15," 184,620 "," 955,500 "," 770,880 ", -   
8003059,18,F,BGD 1,Y,N,Theatre Arts,N,,1020,1030,200908,ENGL 1101,A,MATH 1101,A,,,,,,,,,201002,ENGL 1102,C,HIST 1111,C,,,,,,,,,On Campus,0,138,3.57,SCHOOL 432,1,Middle School/Junior High,1,Middle School/Junior High,B,Bachelors,15,15,19,19, -   , -   , -   , -   
8006437,18,F,BGD 1,Y,N,Music Education,N,,1040,1030,200908,ITDS 1145,A,ITDS 2735,A,MATH 1111,A,,,,,,,201002,FREN 1001,C,MUSC 1100,C,ENGL 1101,B,,,,,,,On Campus,1,69,2.93,SCHOOL 141,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,19,19," 493,500 "," 1,025,700 "," 532,200 "," 283,500 "
8032244,18,M,BGD 3,Y,N,Political Science,N,27,,1220,200908,MATH 1111,A,POLS 1101,A,,,,,,,,,201002,BIOL 1225K,C,ECON 2105,C,STAT 1127,B,ENGL 1102,A,ITDS 2735,A,,,On Campus,1,0,3.93,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,17," 479,700 "," 1,417,380 "," 937,680 "," 62,280 "
7846438,18,F,BGD 2,Y,N,Spanish with Teacher Cert,N,,1010,990,201008,BIOL 1125,B,ENGL 1101,A,,,,,,,,,201102,MATH 1111,C,POLS 1101,C,ECON 2105,B,ENGL 1102,A,,,,,Off Campus,1,69,3.18,SCHOOL 1,3,College/Beyond,,No Information,B,Bachelors,13,9,15,15, -   , -   , -   , -   
8034859,18,F,BGD 1,Y,N,Pre-Nursing,N,,970,950,200908,CHEM 1151,B,CHEM 1151L,A,ENGL 1101,A,HIST 2111,A,ITDS 2749,A,,,201002,COMM 1110,C,MATH 1101,C,ENGL 1102,B,PSYC 1101,B,,,,,Off Campus,1,69,2.8,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,10," 446,640 "," 1,324,500 "," 877,860 "," 29,220 "
7758171,18,F,BGD 3,Y,N,Communication,N,24,1030,1110,201008,COMM 1110,B,ENGL 1101,A,HIST 2111,A,LEAD 1705,A,PSYC 1101,A,THEA 1100,A,201102,ENVS 1105,C,HIST 2112,C,POLS 1101H,C,ENGL 1102,A,,,,,On Campus,1,90,3.5,SCHOOL 31,4,Other/Unknown,2,High School,B,Bachelors,17,17,13,13, -   , -   , -   , -   
7974225,18,M,BGD 1,Y,N,Pre-Engineering/RETP,N,,1100,1110,200508,ECON 2106,B,CPSC 1301,A,MATH 1111,A,,,,,,,200602,MATH 1113,C,POLS 1101,C,ARTH 1100,B,ENGL 1101,B,,,,,Off Campus,1,69,2.88,SCHOOL 10,2,High School,2,High School,B,Bachelors,12,12,12,12, -   , -   , -   , -   
7938878,18,F,BGD 3,Y,N,Marketing,N,21,890,990,200508,ENGL 1101,B,MATH 1111,A,,,,,,,,,200602,ARTH 1100,C,HIST 2112,C,COMM 1110,B,ENGL 1102,B,,,,,On Campus,1,235,3,SCHOOL 219,2,High School,2,High School,B,Bachelors,13,13,18,15," 1,131,600 "," 1,138,980 "," 7,380 "," 600,420 "
7833428,18,M,BGD 1,Y,N,Music Education,N,,530,530,200608,ENGL 1101,B,MATH 1101,A,,,,,,,,,200702,ENGL 1102,C,MUSC 1100,C,,,,,,,,,Off Campus,1,138,2.87,SCHOOL 44,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,13, -   ," 299,160 ", -   ," -299,160 "
7836953,18,F,BGD 3,Y,N,Early Childhood Education,N,19,910,910,200708,ENGL 1101,B,ITDS 2735,A,ITDS 2749,A,MUSC 1100,A,,,,,200802,ENVS 1105,C,MATH 1111,C,COMM 1110,B,ENGL 1102,A,,,,,On Campus,0,137,2.88,SCHOOL 341,2,High School,3,College/Beyond,B,Bachelors,15,11,15,15," 578,640 "," 902,760 "," 324,120 "," 152,760 "
7954820,17,F,BGD 3,Y,N,Psychology,N,18,,870,200808,ENGL 1101,B,LEAD 1705,A,,,,,,,,,200902,ENGL 1102,C,MATH 1111,C,SPAN 1001,C,CPSC 1105,B,ITDS 2735,A,,,On Campus,1,190,3.13,SCHOOL 66,,No Information,3,College/Beyond,B,Bachelors,13,9,13,13," 1,296,900 "," 1,296,900 ", -   ," 596,460 "
7873689,18,M,BGD 3,Y,N,Political Science,N,15,840,740,200908,ENGL 1101,B,POLS 1101,A,,,,,,,,,201002,ENGL 1102,C,MATH 1111,C,MUSC 1100,A,,,,,,,On Campus,1,181,3.13,SCHOOL 286,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,13,13," 1,352,160 "," 1,410,180 "," 58,020 "," 484,740 "
7781814,18,M,BGD 1,Y,N,Undeclared,N,23,,1070,201008,ENGL 1101,B,COMM 1110,A,,,,,,,,,201102,ARTH 1100,C,MATH 1111,C,ENGL 1102,B,SOCI 1101,B,,,,,Off Campus,1,69,3.38,SCHOOL 153,2,High School,3,College/Beyond,B,Bachelors,13,9,12,12, -   , -   , -   , -   
7931010,18,F,BGD 1,Y,N,Undeclared,N,17,960,830,201008,ENVS 1105,B,ENGL 1101,A,,,,,,,,,201102,ANTH 1107,C,HIST 2111,C,ENGL 1102,B,SOCI 1101,B,,,,,Off Campus,1,69,3.66,SCHOOL 27,1,Middle School/Junior High,2,High School,B,Bachelors,13,9,12,12, -   , -   , -   , -   
7774822,18,F,BGD 1,Y,N,Theatre Arts,N,,1310,1300,200908,HIST 1112I,B,ARTH 1100I,A,ENGL 1101I,A,,,,,,,201002,MATH 1111,C,POLS 1101,C,COMM 1110,A,,,,,,,On Campus,1,190,3.85,SCHOOL 66,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,16," 1,130,760 "," 1,418,100 "," 287,340 "," 480,240 "
7795704,18,M,BGD 1,Y,N,Exercise Science,N,,1080,1070,200808,MATH 1113,B,ENGL 1101,A,HIST 2111,A,,,,,,,200902,CHEM 1211,C,CHEM 1211L,C,ARTH 1100,B,POLS 1101,B,COMM 1110,A,,,Off Campus,1,69,3.66,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,13,13,15,15," 298,260 "," 1,255,740 "," 957,480 "," -49,320 "
7962646,18,F,BGD 6,Y,N,Undeclared,N,,430,,200708,MATH 1125,B,ENGL 1101,A,MATH 1113,A,MUSC 1100,A,,,,,200802,HIST 2111,C,POLS 1101,C,ENGL 1102,A,,,,,,,Off Campus,1,69,3.32,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,12, -   , -   , -   , -   
7779616,18,M,BGD 1,Y,N,Early Childhood Education,N,,1040,1030,200708,POLS 2401,B,HIST 2111,A,MUSC 1100,A,,,,,,,200802,ECON 2105,C,ENGL 1101,C,MATH 1101,B,POLS 1101,B,,,,,Off Campus,1,69,2.87,SCHOOL 10,,No Information,,No Information,B,Bachelors,13,9,12,9, -   , -   , -   , -   
7811013,18,F,BGD 1,N,N,Early Childhood Education,N,22,,1030,201008,PSYC 1101,B,ITDS 2749,A,,,,,,,,,201102,CHEM 1211,C,HIST 2111,C,ENGL 1102,B,MUSC 1100,B,CHEM 1211L,A,SPAN 1001,A,Off Campus,1,0,3.8,SCHOOL 1,2,High School,2,High School,B,Bachelors,13,13,16,16, -   , -   , -   , -   
7951816,18,M,BGD 3,Y,N,Management Information Systems,N,,490,,200708,ARTH 1100,C,ITDS 2735,A,,,,,,,,,200802,ECON 2105,C,ECON 2106,C,MATH 1111,C,POLS 1101,C,,,,,Off Campus,1,69,3.2,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,13,5,17,13, -   , -   , -   , -   
7944551,19,F,BGD 3,Y,N,Communication,English Language/Literature,,,,200808,ARTH 1100,C,ENGL 1101,A,HIST 2111,A,,,,,,,200902,CHEM 1151,C,FREN 1001,C,CHEM 1151L,B,MATH 1101,B,COMM 1110,A,ENGL 1102,A,On Campus,0,0,3.37,SCHOOL 226,3,College/Beyond,4,Other/Unknown,B,Bachelors,15,15,16,16, -   , -   , -   , -   
7871623,18,F,BGD 3,Y,N,Health Science,N,16,880,790,201008,ARTH 1100,C,ENGL 1101,A,,,,,,,,,201102,HIST 2111,C,PSYC 1101,C,ENGL 1102,B,ITDS 2735,B,MATH 1111,B,,,On Campus,1,150,3.01,SCHOOL 144,3,College/Beyond,2,High School,B,Bachelors,13,9,16,16, -   , -   , -   , -   
7829912,17,M,BGD 3,Y,N,General Business,N,,1080,1070,200608,HIST 2111,C,ENGL 1101,A,,,,,,,,,200702,ENGL 1102,C,PSYC 1101,C,,,,,,,,,On Campus,1,150,2.74,SCHOOL 38,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,12," 1,176,420 "," 1,176,420 ", -   ," 224,220 "
7835157,19,F,BGD 1,Y,N,Theatre Education,N,,1060,1070,200708,ITDS 2735,C,ENGL 1101,A,THEA 1100,A,,,,,,,200802,ENGL 1102,C,ITDS 2748,C,COMM 1110,A,,,,,,,Off Campus,1,188,3.53,SCHOOL 289,3,College/Beyond,4,Other/Unknown,B,Bachelors,13,13,16,12," 628,200 "," 1,245,480 "," 617,280 "," 204,420 "
8014058,18,F,BGD 1,Y,N,Undeclared,N,,530,530,200608,MATH 1111,C,ENGL 1101,A,SPAN 1002,A,,,,,,,200702,PSYC 1101,C,POLS 1101,C,THEA 1100,B,HIST 2112,A,,,,,On Campus,1,69,3.4,SCHOOL 130,2,High School,3,College/Beyond,B,Bachelors,14,14,13,13, -   ," 1,176,420 "," 1,317,480 "," -587,160 "
8032122,18,F,BGD 1,Y,N,Theatre Arts,N,24,,1110,200808,MUSC 1100,C,ENGL 1101,A,ITDS 2735,A,,,,,,,200902,MATH 1111,C,PSYC 1101,C,COMM 1110,B,ENGL 1102,A,,,,,Off Campus,1,138,3.14,SCHOOL 44,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,18,15, -   ," 1,306,020 "," 5,510,040 "," -347,580 "
7849656,18,F,BGD 1,Y,N,Theatre Arts,N,,1030,1030,201008,PSYC 1101,C,ENGL 1101,A,,,,,,,,,201102,BIOL 1125,C,HIST 1112I,C,ENGL 1102,A,,,,,,,On Campus,1,69,3.4,SCHOOL 28,4,Other/Unknown,3,College/Beyond,B,Bachelors,13,13,14,14, -   , -   , -   , -   
7918048,17,F,BGD 1,Y,N,Undeclared,N,,940,950,200608,HIST 2112,D,ENGL 1101,A,,,,,,,,,200702,ARTH 1100,C,PSYC 1101,C,ENGL 1102,B,POLS 1101,A,,,,,Off Campus,1,90,2.61,SCHOOL 52,2,High School,3,College/Beyond,B,Bachelors,12,6,16,16," 1,176,420 "," 1,176,420 ", -   ," 431,760 "
7951260,18,M,BGD 1,Y,N,Undeclared,N,,970,950,200908,HIST 1111,F,COMM 1110,A,SPAN 1001,A,,,,,,,201002,BIOL 1215K,C,ENGL 1101,C,SPAN 1002,B,,,,,,,Off Campus,1,69,2.2,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,13,13," 227,460 "," 1,025,700 "," 798,240 "," 17,460 "
7850176,18,F,BGD 3,Y,N,Pre-Nursing,N,19,390,910,200908,HIST 2112,F,CHEM 1151,A,CHEM 1151L,A,ENGL 1101,A,ITDS 2749,A,SOCI 1101,A,201002,COMM 1110,C,ENGL 1102,C,,,,,,,,,On Campus,1,91,3.14,SCHOOL 162,2,High School,2,High School,B,Bachelors,16,13,14,4," 1,350,060 "," 1,418,100 "," 68,040 "," 265,680 "
8000105,18,F,BGD 1,Y,N,Early Childhood Education,N,,,,200908,ANTH 1107,B,COMM 1110,B,MATH 1101,B,CPSC 1105,A,ITDS 2749,A,SOCI 1101,A,201002,BIOL 1215K,C,ITDS 2735,C,ENGL 1102,B,POLS 1101,B,,,,,On Campus,1,69,3.46,SCHOOL 141,3,College/Beyond,2,High School,B,Bachelors,16,16,19,19, -   ," 1,410,180 "," 1,701,420 "," -417,420 "
7922434,18,F,BGD 1,N,N,Mathematics and Secondary Ed,N,21,,990,200508,ARTH 1100,B,MATH 1111,B,ENGL 1101,A,,,,,,,200602,SPAN 1002,C,POLS 1101,C,,,,,,,,,Off Campus,1,0,3.5,SCHOOL 6,3,College/Beyond,2,High School,B,Bachelors,15,9,12,12," 1,144,200 "," 1,144,200 ", -   ," 865,200 "
7802045,18,F,BGD 1,Y,N,Undeclared,N,,1100,1110,200608,ARTH 1100,B,ENGL 1101,B,MATH 1101,B,,,,,,,200702,ENGL 1102,C,PSYC 1101,C,HIST 2111,B,ITDS 2735,B,SPAN 1001,B,,,Off Campus,0,69,3.44,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,13,13,14,14, -   , -   , -   , -   
7908807,18,F,BGD 3,Y,N,Psychology,N,,950,950,200608,ARTH 1100,B,ENGL 1101,B,FREN 1001,B,HIST 2112,B,,,,,200702,PSYC 1101,C,POLS 1101,C,,,,,,,,,On Campus,1,0,3.14,SCHOOL 43,2,High School,2,High School,B,Bachelors,15,15,14,7, -   , -   , -   , -   
7983909,17,F,BGD 3,Y,N,Criminal Justice,Psychology,,,,200708,ARTH 1100,B,ENGL 1101,B,PSYC 1101,B,MATH 1113,A,,,,,200802,ENGL 1102,C,HIST 2112,C,COMM 1110,B,POLS 1101,B,,,,,Off Campus,1,0,3.57,SCHOOL 2,2,High School,2,High School,B,Bachelors,12,12,15,15," 1,233,900 "," 1,233,900 ", -   ," 567,420 "
7796858,18,F,BGD 1,N,N,Biology,N,25,,1150,200808,ARTH 1100,B,ECON 2106,B,STAT 1127,B,ENGL 1102,A,,,,,200902,CHEM 1211,C,ECON 2105,C,CHEM 1211L,B,COMM 1110,A,SPAN 1001,A,,,Off Campus,1,69,3.93,SCHOOL 6,2,High School,3,College/Beyond,B,Bachelors,12,12,13,13," 774,960 "," 908,160 "," 133,200 "," 525,300 "
7881801,18,F,BGD 1,Y,N,Communication,Professional Writing,,,,200808,ARTH 1100,B,COMM 1110,B,ENGL 1101,B,HIST 2111,B,,,,,200902,ANTH 1105,C,ENGL 1102,C,HIST 1112,C,THEA 1100,B,,,,,Off Campus,1,69,2.5,SCHOOL 17,2,High School,1,Middle School/Junior High,B,Bachelors,15,15,15,15, -   ," 915,000 "," 1,033,800 ", -   
7827616,18,M,BGD 1,Y,N,English Language/Literature,N,,1020,1030,201008,BIOL 1125,B,ENGL 1101,B,,,,,,,,,201102,HIST 2111,C,ITDS 1145,C,MATH 1101,C,COMM 1110,B,ENGL 1102,B,,,Off Campus,1,69,2.55,SCHOOL 24,,No Information,,No Information,B,Bachelors,12,8,15,15, -   , -   , -   , -   
7795059,18,M,BGD 3,Y,N,Chemistry,N,17,430,830,201008,BIOL 1215K,B,PSYC 1101,B,ENGL 1101,A,ITDS 2735,A,,,,,201102,ENGL 1102,C,HIST 1111,C,MATH 1111,C,,,,,,,On Campus,1,150,3,SCHOOL 74,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,11,11, -   , -   , -   , -   
7861107,17,F,BGD 3,Y,N,Nursing,N,,1080,1070,200708,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,,,,,200802,ENGL 1102,C,MATH 1101,C,MUSC 1100,C,,,,,,,On Campus,1,90,2.15,SCHOOL 279,2,High School,3,College/Beyond,B,Bachelors,15,11,15,14," 237,000 "," 902,760 "," 665,760 ", -   
7900096,18,F,BGD 1,Y,N,Undeclared,N,,1170,1190,200808,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,PSYC 1101,B,ITDS 2735,A,MATH 1111,A,200902,ARTH 1100,C,MATH 1113,C,POLS 1101,C,HIST 2111,B,,,,,Off Campus,1,69,3.36,SCHOOL 130,,No Information,,No Information,B,Bachelors,14,14,14,14, -   , -   , -   , -   
7928305,18,F,BGD 4,Y,N,Pre-Nursing,N,,1090,1110,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,ITDS 2749,A,MATH 1111,A,,,201002,PSYC 1101,C,STAT 1127,C,SOCI 1101,B,COMM 1110,A,POLS 1101,A,,,On Campus,0,150,2.75,SCHOOL 121,2,High School,3,College/Beyond,B,Bachelors,13,13,15,15, -   ," 1,025,700 "," 1,383,180 "," -90,000 "
7845117,18,F,BGD 1,Y,N,Pre-Nursing,N,20,,950,200908,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,B,SOCI 1101,B,ITDS 2749,A,,,201002,COMM 1110,C,HIST 2111,C,MATH 1111,C,ENGL 1102,A,,,,,On Campus,1,69,3.57,SCHOOL 27,3,College/Beyond,3,College/Beyond,B,Bachelors,17,13,18,18," 1,172,040 "," 1,418,100 "," 246,060 "," 313,620 "
